7.480432987213134766e-01 4.916325211524963379e-01 -2.628274075686931610e-02
7.544627785682678223e-01 4.262334406375885010e-01 -7.974948734045028687e-02
7.506841421127319336e-01 4.394994080066680908e-01 -3.303072974085807800e-02
7.398625016212463379e-01 3.459049463272094727e-01 -7.341065257787704468e-02
7.552345395088195801e-01 4.053096175193786621e-01 -8.880261331796646118e-02
7.550674080848693848e-01 3.727236092090606689e-01 -8.788155019283294678e-02
7.533364892005920410e-01 2.865562140941619873e-01 -6.152707338333129883e-02
6.328799128532409668e-01 2.603476345539093018e-01 -8.764690719544887543e-03
7.531154751777648926e-01 2.236121147871017456e-01 -6.300754100084304810e-02
7.534638047218322754e-01 1.933950334787368774e-01 -7.350409775972366333e-02
7.535160183906555176e-01 8.120980858802795410e-02 -8.147090673446655273e-02
7.474470138549804688e-01 5.022287368774414062e-01 -2.237532101571559906e-02
7.467617988586425781e-01 5.098268985748291016e-01 -1.537861023098230362e-02
7.463093996047973633e-01 5.122053623199462891e-01 -6.934873294085264206e-03
7.466849684715270996e-01 5.219156146049499512e-01 3.920032468158751726e-04
7.464797496795654297e-01 5.340674519538879395e-01 -1.020890995278023183e-04
7.461635470390319824e-01 5.479299426078796387e-01 -3.409550117794424295e-05
7.457566857337951660e-01 5.602148771286010742e-01 7.064389530569314957e-03
7.451223134994506836e-01 5.713763833045959473e-01 2.946905232965946198e-02
7.534320354461669922e-01 4.342877566814422607e-01 -6.966114044189453125e-02
7.367300391197204590e-01 4.282309114933013916e-01 -4.754868149757385254e-02
5.699713826179504395e-01 1.555231213569641113e-01 4.061818495392799377e-02
6.829180121421813965e-01 2.824456095695495605e-01 -1.970819011330604553e-02
6.667805910110473633e-01 2.842839062213897705e-01 -1.905377954244613647e-02
6.503665447235107422e-01 2.832359373569488525e-01 -1.564905419945716858e-02
6.278082132339477539e-01 2.665761709213256836e-01 -4.982479847967624664e-03
6.957331895828247070e-01 2.771248817443847656e-01 -1.791664399206638336e-02
6.555925011634826660e-01 2.255304753780364990e-01 -3.495084121823310852e-02
6.740039587020874023e-01 2.274670451879501343e-01 -3.461436554789543152e-02
6.392927169799804688e-01 2.283868342638015747e-01 -2.969231456518173218e-02
6.287187337875366211e-01 2.350173294544219971e-01 -2.293598838150501251e-02
6.158288717269897461e-01 2.805321812629699707e-01 4.842135123908519745e-03
6.859435439109802246e-01 5.869481563568115234e-01 5.258166044950485229e-02
6.256675720214843750e-01 2.524639964103698730e-01 -4.939871374517679214e-03
5.656039714813232422e-01 2.504477798938751221e-01 6.899917870759963989e-02
5.960723757743835449e-01 2.600037753582000732e-01 1.635574363172054291e-02
6.704863309860229492e-01 3.829303681850433350e-01 -1.281131058931350708e-02
7.289179563522338867e-01 4.871182143688201904e-01 -2.541167847812175751e-02
