-1.030026672363281250e+03 9.284973144531250000e+01
-1.041705200195312500e+03 8.797094726562500000e+01
-9.655036010742187500e+02 9.976342773437500000e+01
-1.025233337402343750e+03 -1.031464843750000000e+02
-1.013566955566406250e+03 5.480053710937500000e+01
-1.016149353027343750e+03 6.037219238281250000e+01
-1.128841735839843750e+03 5.144702148437500000e+01
-1.039338378906250000e+03 -1.090522460937500000e+02
-1.147048950195312500e+03 8.005126953125000000e+00
-1.042280334472656250e+03 1.483374023437500000e+01
-1.021434509277343750e+03 2.118315429687500000e+02
-1.017029052734375000e+03 1.503723144531250000e+01
-1.030205322265625000e+03 7.646923828125000000e+01
-1.019966796875000000e+03 1.049392089843750000e+02
-8.726133422851562500e+02 -5.459716796875000000e+00
-9.796694946289062500e+02 2.520057373046875000e+02
-1.092596191406250000e+03 9.716723632812500000e+01
-1.072170166015625000e+03 1.150852050781250000e+02
-1.044252075195312500e+03 1.250378417968750000e+02
-1.245495422363281250e+03 1.070971679687500000e+01
-1.107297424316406250e+03 2.260559082031250000e+01
-8.630310668945312500e+02 -2.899169921875000000e+01
-1.044901733398437500e+03 3.230175781250000000e+01
-1.006783142089843750e+03 5.642993164062500000e+01
-1.153861755371093750e+03 -1.091024169921875000e+02
-1.109910888671875000e+03 -2.443176269531250000e+01
-1.022475646972656250e+03 4.123046875000000000e+01
-1.049332580566406250e+03 1.391021728515625000e+02
-1.190053466796875000e+03 -3.682592773437500000e+01
-9.709855957031250000e+02 -6.271057128906250000e+01
-1.036889099121093750e+03 6.646118164062500000e+01
-1.163017761230468750e+03 -9.795532226562500000e+00
-1.114489135742187500e+03 -8.021606445312500000e+00
-1.008450805664062500e+03 -2.904541015625000000e+01
-1.022969299316406250e+03 8.704199218750000000e+01
-1.000925476074218750e+03 1.073612060546875000e+02
-1.012012939453125000e+03 1.085017089843750000e+02
-1.025545104980468750e+03 -2.147290039062500000e+01
-1.009322937011718750e+03 4.913171386718750000e+01
-1.035831420898437500e+03 -7.989135742187500000e+00
-1.051124877929687500e+03 6.724450683593750000e+01
-1.041540771484375000e+03 7.076220703125000000e+01
-1.002412414550781250e+03 1.184826660156250000e+02
-1.221216674804687500e+03 -8.047546386718750000e+01
-9.616911621093750000e+02 -6.856115722656250000e+01
-1.006396362304687500e+03 -4.287780761718750000e+01
-1.199241149902343750e+03 -2.641064453125000000e+01
-1.130347167968750000e+03 1.095686035156250000e+02
-1.443463928222656250e+03 3.989716796875000000e+02
-9.906310424804687500e+02 1.291105957031250000e+02
-1.049216125488281250e+03 8.493017578125000000e+01
-1.022464477539062500e+03 6.046582031250000000e+01
-1.031178283691406250e+03 6.766918945312500000e+01
-1.136480346679687500e+03 1.161064453125000000e+02
-1.118874023437500000e+03 1.254190673828125000e+02
-1.101432250976562500e+03 -6.929931640625000000e+00
-1.012198974609375000e+03 -1.113489990234375000e+02
-1.032635192871093750e+03 9.095581054687500000e+00
-1.057695678710937500e+03 1.519373779296875000e+02
-1.134895446777343750e+03 -1.118481445312500000e+01
-1.246671783447265625e+03 3.120976562500000000e+02
-9.292758789062500000e+02 6.086718750000000000e+01
-1.243397003173828125e+03 8.136718750000000000e+00
-1.241226257324218750e+03 -1.691604003906250000e+02
-1.053780151367187500e+03 9.360119628906250000e+01
-1.146802978515625000e+03 2.849755859375000000e+01
-1.160653564453125000e+03 9.624890136718750000e+01
-1.086653442382812500e+03 -7.263061523437500000e+01
-7.540946655273437500e+02 -2.397668457031250000e+01
-1.069933471679687500e+03 5.746228027343750000e+01
-1.037746704101562500e+03 1.027204589843750000e+02
-1.319177581787109375e+03 1.926269531250000000e+00
-9.839178466796875000e+02 1.242396240234375000e+02
-1.081902221679687500e+03 4.710107421875000000e+01
-1.104849304199218750e+03 5.054003906250000000e+01
-9.916502685546875000e+02 -1.005181884765625000e+02
-1.037853820800781250e+03 -1.100305175781250000e+01
-9.541710815429687500e+02 9.744812011718750000e+01
-1.092813598632812500e+03 5.520581054687500000e+01
-1.535236099243164062e+03 8.116264648437500000e+02
-8.390137329101562500e+02 1.116380615234375000e+02
-1.089971252441406250e+03 -1.168010253906250000e+02
-1.012168579101562500e+03 -1.202473144531250000e+02
-1.011113891601562500e+03 2.430166015625000000e+02
-1.181049865722656250e+03 -1.357507324218750000e+02
-1.246148071289062500e+03 1.756750488281250000e+01
-8.517976684570312500e+02 1.236867675781250000e+02
-1.021218139648437500e+03 -1.164825439453125000e+02
-1.129940551757812500e+03 3.524316406250000000e+01
-1.076231567382812500e+03 9.518798828125000000e+01
-1.114157897949218750e+03 1.127413330078125000e+02
-1.085587341308593750e+03 -1.042639160156250000e+01
-1.074492309570312500e+03 5.392395019531250000e+01
-1.134850158691406250e+03 6.048083496093750000e+01
-1.329725555419921875e+03 1.791212158203125000e+02
-1.040363403320312500e+03 -3.182934570312500000e+01
-9.942763671875000000e+02 9.554724121093750000e+01
-1.626671234130859375e+03 4.622272949218750000e+02
-1.188220886230468750e+03 8.961059570312500000e+01
-1.318588592529296875e+03 1.755065917968750000e+02
