0.000000000000000000e+00 3.538524069909943393e+00 1.303739903053247051e+00
0.000000000000000000e+00 3.531594591633510305e+00 1.307057141623650498e+00
0.000000000000000000e+00 3.577238315818584091e+00 1.297645184188120915e+00
0.000000000000000000e+00 3.542247597762186118e+00 1.415881909899224578e+00
0.000000000000000000e+00 3.548372060137070072e+00 1.325344064253662468e+00
0.000000000000000000e+00 3.546598691774238254e+00 1.321848082617588904e+00
0.000000000000000000e+00 3.485079613679346267e+00 1.329512859969371075e+00
0.000000000000000000e+00 3.534247211235236108e+00 1.418869704206648263e+00
0.000000000000000000e+00 3.475048340261918334e+00 1.352802013164517536e+00
0.000000000000000000e+00 3.531575585881744139e+00 1.348423475719135345e+00
0.000000000000000000e+00 3.544374266114535654e+00 1.234993545919186975e+00
0.000000000000000000e+00 3.546648558350654845e+00 1.348341448485156580e+00
0.000000000000000000e+00 3.537937243802187215e+00 1.313192587964251867e+00
0.000000000000000000e+00 3.543845398140879066e+00 1.296614502455127660e+00
0.000000000000000000e+00 3.634028913414617534e+00 1.359897941186707371e+00
0.000000000000000000e+00 3.568754788027672653e+00 1.207678190862748302e+00
0.000000000000000000e+00 3.503507195422896459e+00 1.303543133072202487e+00
0.000000000000000000e+00 3.513895250081403354e+00 1.292747967558580235e+00
0.000000000000000000e+00 3.529932152881235741e+00 1.286185979601289331e+00
0.000000000000000000e+00 3.426670045931611952e+00 1.352201306746380061e+00
0.000000000000000000e+00 3.496038217242363633e+00 1.344293595249314466e+00
0.000000000000000000e+00 3.639161971797610917e+00 1.374349422964680212e+00
0.000000000000000000e+00 3.529772015309422084e+00 1.338543104625385283e+00
0.000000000000000000e+00 3.552507222464449832e+00 1.323923657778765417e+00
0.000000000000000000e+00 3.472161535926794773e+00 1.415596817570896171e+00
0.000000000000000000e+00 3.495545573102519121e+00 1.370640075139757386e+00
0.000000000000000000e+00 3.543165895471292348e+00 1.333345820928289793e+00
0.000000000000000000e+00 3.526495310799448557e+00 1.277931750730915805e+00
0.000000000000000000e+00 3.453602231151200908e+00 1.376485183224275932e+00
0.000000000000000000e+00 3.573525890336184840e+00 1.393493530189770180e+00
0.000000000000000000e+00 3.534450441056103731e+00 1.318935352767306224e+00
0.000000000000000000e+00 3.466979081406785124e+00 1.362467205839830164e+00
0.000000000000000000e+00 3.492325697672084672e+00 1.361427939861420411e+00
0.000000000000000000e+00 3.551517606142279959e+00 1.373677371929082236e+00
0.000000000000000000e+00 3.542019528740989909e+00 1.306904723577257510e+00
0.000000000000000000e+00 3.555107717380638022e+00 1.294476739204934779e+00
0.000000000000000000e+00 3.548859153091992624e+00 1.294161506637144354e+00
0.000000000000000000e+00 3.541335039413761265e+00 1.369195251255675760e+00
0.000000000000000000e+00 3.550210913664403556e+00 1.327978473791445069e+00
0.000000000000000000e+00 3.535872579362778545e+00 1.361287348997600954e+00
0.000000000000000000e+00 3.526176164710382199e+00 1.318969308226953352e+00
0.000000000000000000e+00 3.531674660419417133e+00 1.317008189671328822e+00
0.000000000000000000e+00 3.553758685356747549e+00 1.288138800053011401e+00
0.000000000000000000e+00 3.438588487002769867e+00 1.398931172758524522e+00
0.000000000000000000e+00 3.579522487282106535e+00 1.397138210032556227e+00
0.000000000000000000e+00 3.552684013591028922e+00 1.381654329672506787e+00
0.000000000000000000e+00 3.449973543882029592e+00 1.372036254966479518e+00
0.000000000000000000e+00 3.483032449585623080e+00 1.297622197486506090e+00
0.000000000000000000e+00 3.335493056732621753e+00 1.168893234744473819e+00
0.000000000000000000e+00 3.562259525317585052e+00 1.282092152962217124e+00
0.000000000000000000e+00 3.526222455947357837e+00 1.308608028628876596e+00
0.000000000000000000e+00 3.543136728228482468e+00 1.322243339428760933e+00
0.000000000000000000e+00 3.537647076780170430e+00 1.318465889923534862e+00
0.000000000000000000e+00 3.479514127399728540e+00 1.294188308558944289e+00
0.000000000000000000e+00 3.488599535359201198e+00 1.288357507550119685e+00
0.000000000000000000e+00 3.499363565186313529e+00 1.360750070615039942e+00
0.000000000000000000e+00 3.549644034187214636e+00 1.421020343824965559e+00
0.000000000000000000e+00 3.537872040901325565e+00 1.351987177513493510e+00
0.000000000000000000e+00 3.522231436252185599e+00 1.271205899066676581e+00
0.000000000000000000e+00 3.481698565710417803e+00 1.363237021892670375e+00
0.000000000000000000e+00 3.427095558369054107e+00 1.196192565876135205e+00
0.000000000000000000e+00 3.599652495126944629e+00 1.319756960434158577e+00
0.000000000000000000e+00 3.427070578036905957e+00 1.352746120188806245e+00
