7.035000000000000000e+02 8.555000000000000000e+02
1.326500000000000000e+03 1.642500000000000000e+03
-4.135000000000000000e+02 6.575000000000000000e+02
-5.455000000000000000e+02 8.555000000000000000e+02
-1.078500000000000000e+03 1.630500000000000000e+03
6.965000000000000000e+02 -6.505000000000000000e+02
1.315500000000000000e+03 -1.238500000000000000e+03
-4.205000000000000000e+02 -4.905000000000000000e+02
-5.495000000000000000e+02 -6.425000000000000000e+02
-1.070500000000000000e+03 -1.203500000000000000e+03
