-5.765000000000000000e+02 7.425000000000000000e+02
-7.675000000000000000e+02 9.955000000000000000e+02
3.425000000000000000e+02 4.505000000000000000e+02
8.515000000000000000e+02 4.475000000000000000e+02
1.248500000000000000e+03 7.315000000000000000e+02
-5.925000000000000000e+02 -4.205000000000000000e+02
-7.785000000000000000e+02 -7.515000000000000000e+02
3.385000000000000000e+02 -3.435000000000000000e+02
8.485000000000000000e+02 -2.615000000000000000e+02
1.241500000000000000e+03 -5.605000000000000000e+02
